Aircraft_Type,Aircraft_Config,Payload,Seats,Passengers,Freight,Mail,Ramp_to_Ramp,Air_Time,Distance_Group,Class,Aircraft_ID
612,1,1220100,4340,4029,1856,0,5355,4405,3,F,1500
612,1,1349400,5577,4784,7185,0,4142,3552,2,F,1501
698,1,1257230,4992,4248,610,0,4302,3403,2,F,1502
698,1,1378403,4992,4415,3569,0,3658,2895,2,F,1503
694,1,1428551,6000,5580,9102,23238,5546,4438,2,F,1504
673,1,608000,3040,2804,0,0,4713,3713,2,F,1505
405,1,180000,760,382,0,0,3470,2829,1,F,1506
698,1,1382661,4992,4638,441,2148,5131,4503,2,F,1507
673,1,608000,3040,2826,0,0,4704,3576,2,F,1508
629,1,529500,2000,1453,0,0,2945,2083,1,F,1509
698,1,1371985,4992,4750,1089,9758,5363,4332,2,F,1510
698,1,1380308,5248,3950,210,0,5008,4110,2,F,1511
698,1,1443020,5248,3976,92,0,4365,3565,2,F,1512
694,1,1464197,6150,4739,620,0,3375,2592,1,F,1513
694,1,1501396,6300,5843,3087,25177,6226,4846,2,F,1514
698,1,1322189,5248,5009,1674,21481,4882,3797,2,F,1515
698,1,1452029,5248,4051,39,0,4798,3951,2,F,1516
614,1,1779400,7175,6430,3863,0,4203,3363,2,F,1517
614,1,1779400,7175,6641,8682,0,5316,4588,2,F,1518
405,1,180000,760,351,0,0,3414,2686,1,F,1519
698,1,1308948,5016,4557,7710,1601,3091,2212,1,F,1520
673,1,638400,3192,2660,0,0,6505,5414,2,F,1521
673,1,638400,3192,2630,0,0,4054,2994,1,F,1522
673,1,638400,3192,2448,0,0,3055,2009,1,F,1523
629,1,556500,2100,1887,0,0,3834,2740,1,F,1524
673,1,638400,3192,2797,0,0,4417,3436,1,F,1525
698,1,1450992,5376,4866,2812,0,5368,4457,2,F,1526
634,1,1804225,7518,6536,2061,23689,6045,5170,2,F,1527
612,1,1418600,5863,4751,15999,0,9261,8474,3,F,1528
614,1,1822800,7350,5983,23466,0,6279,5265,3,F,1529
608,1,1285700,4729,4337,0,0,7447,6356,3,F,1530
698,1,1343394,5148,4489,1083,48,3363,2603,1,F,1531
673,1,653600,3268,3017,0,0,6219,4925,2,F,1532
694,1,1394121,6450,5042,83,0,3442,2561,1,F,1533
694,1,1498183,6450,6246,1556,1628,9454,8507,3,F,1534
608,1,1285700,4728,4378,1512,168,6821,5475,3,F,1535
631,1,757230,3010,2565,0,0,7608,6287,3,F,1536
614,1,1812400,7280,6246,2266,56522,7151,6100,3,F,1537
634,1,1851767,7876,7006,1511,13487,9142,8249,4,F,1538
634,1,1931438,7876,7196,1178,255,5891,5018,2,F,1539
698,1,1423502,5632,5065,482,8914,5276,4269,2,F,1540
614,1,1909600,7700,7402,7872,0,5769,4878,2,F,1541
614,1,1909600,7700,7077,6124,0,5738,5015,2,F,1542
631,1,827670,3290,3004,0,0,5606,4458,2,F,1543
629,1,600500,2250,1747,0,0,5438,4479,2,F,1544
694,1,1598251,6750,6406,5090,18839,8760,7661,3,F,1545
699,1,2070000,10350,9407,0,0,6771,5191,2,F,1546
699,1,2070000,10350,9732,0,0,7721,5849,2,F,1547
673,1,699200,3496,3249,0,0,4779,3533,2,F,1548
673,1,699200,3496,3110,0,0,7436,6365,2,F,1549
673,1,699200,3496,3231,0,0,6976,5930,2,F,1550
634,1,1865886,8234,7491,18225,25930,10944,9732,4,F,1551
634,1,2154661,8389,7767,15937,7241,6872,5501,2,F,1552
614,1,1805350,7612,6859,418,43975,8211,7248,3,F,1553
698,1,1631725,5888,5284,446,0,6514,5438,2,F,1554
675,1,511428,2300,2129,0,0,6332,5405,2,F,1555
405,1,207000,874,381,0,0,3677,2986,1,F,1556
694,1,1788434,7360,6261,1727,0,12167,10397,4,F,1557
629,1,617500,2300,1757,0,0,5615,4337,2,F,1558
673,1,714400,3572,2847,0,0,6448,5455,2,F,1559
694,1,1642081,7050,6450,9437,18913,10449,9090,4,F,1560
698,1,1604832,5888,5287,169,0,5499,4606,2,F,1561
634,1,1959851,8401,6895,4324,42659,9824,8590,4,F,1562
622,1,2267265,7943,7486,6677,89632,11607,10185,4,F,1563
694,1,1677356,7050,6692,6438,21421,10626,9479,4,F,1564
614,1,2039800,8225,7485,27946,0,6679,5473,2,F,1565
614,1,2039800,8225,7583,40569,0,5994,5135,2,F,1566
677,1,897324,3289,3090,0,0,6835,5581,2,F,1567
405,1,202500,855,385,0,0,3813,3048,1,F,1568
614,1,1956960,7680,7288,7102,417,10832,9503,4,F,1569
656,1,1795190,7427,7061,3605,6016,8314,7205,3,F,1570
614,1,1956860,7679,7342,16456,19662,13164,10873,4,F,1571
629,1,641000,2400,2134,0,0,4841,3611,2,F,1572
614,1,1887524,7944,7395,482,11828,8905,7950,3,F,1573
622,1,2261341,8112,7386,10665,44602,10709,9213,4,F,1574
612,1,1660800,6864,6423,3298,0,9288,8556,3,F,1575
656,1,1833360,7583,7029,2608,58,7921,6802,3,F,1576
694,1,1827313,7499,6666,729,0,10779,9185,4,F,1577
631,1,862890,3430,3165,0,0,6122,4926,2,F,1578
631,1,862890,3430,2769,0,0,4206,3124,1,F,1579
631,1,862890,3430,2522,0,0,4283,2945,1,F,1580
629,1,658000,2450,1877,0,0,7125,5865,2,F,1581
629,1,631000,2350,2083,0,0,6114,4972,2,F,1582
673,1,744800,3724,2747,0,0,7919,6580,2,F,1583
614,1,1975044,8098,7447,1648,6423,11230,10051,4,F,1584
634,1,2182461,8759,7755,4512,10884,7262,6059,2,F,1585
612,1,1660800,6864,6315,21866,0,11826,10533,4,F,1586
675,1,490000,2450,2193,0,0,7055,5675,2,F,1587
675,1,548134,2500,2024,0,0,3624,2797,1,F,1588
629,1,671500,2500,2016,0,0,3300,2154,1,F,1589
629,1,671500,2500,1892,0,0,3402,2153,1,F,1590
631,1,931665,3500,2878,0,0,8273,7058,3,F,1591
614,1,2044645,8288,5427,52536,3227,15042,14069,5,F,1592
614,1,2170000,8750,7861,17156,0,6822,5912,2,F,1593
675,1,560826,2550,1858,0,0,3903,3189,1,F,1594
631,1,949310,3570,2245,0,0,8101,6734,3,F,1595
629,1,664500,2500,1912,0,0,4596,3053,1,F,1596
673,1,775200,3876,3307,0,0,7290,6141,2,F,1597
612,1,1764600,7293,6809,7460,0,11613,10486,3,F,1598
461,1,305500,1410,730,0,0,4423,3602,1,F,1599
461,1,299000,1380,758,0,0,4991,4252,1,F,1600
629,1,681500,2550,828,0,0,3389,2270,1,F,1601
629,1,695000,2600,1949,0,0,5510,4231,2,F,1602
629,1,698500,2600,1185,0,0,2321,1213,1,F,1603
629,1,691500,2600,1975,0,0,5633,4367,2,F,1604
629,1,681500,2550,787,0,0,3696,2687,1,F,1605
614,1,2168304,8620,7204,2650,16993,5687,4519,2,F,1606
614,1,2147744,8620,7769,759,34846,7254,5738,2,F,1607
614,1,2256800,9100,8402,30930,0,8380,7428,3,F,1608
612,1,1799200,7436,6899,4387,0,5024,4177,2,F,1609
675,1,578136,2600,1759,0,0,4852,3710,1,F,1610
675,1,578136,2600,1671,0,0,4873,3868,1,F,1611
479,1,78400,392,348,0,0,2986,2516,1,F,1612
479,1,81600,408,321,0,0,3581,3117,1,F,1613
458,1,104000,416,385,0,0,4148,3385,1,F,1614
479,1,81600,408,312,0,0,3084,2471,1,F,1615
479,1,78400,392,346,0,0,3414,2778,1,F,1616
479,1,83200,416,250,0,0,3462,2760,1,F,1617
458,1,104000,416,345,0,0,4029,3116,1,F,1618
479,1,83200,416,242,0,0,3819,3291,1,F,1619
458,1,102000,408,356,0,0,3657,2947,1,F,1620
631,1,898110,3570,3095,0,0,7895,6560,3,F,1621
629,1,712000,2650,1249,0,0,2546,1430,1,F,1622
629,1,702000,2600,2314,0,0,7491,6183,2,F,1623
614,1,1942938,8774,7770,7890,8660,17289,16036,5,F,1624
677,1,1011876,3710,3288,0,0,2158,916,1,F,1625
675,1,589254,2650,2218,0,0,4057,3045,1,F,1626
675,1,578136,2600,2043,0,0,3858,2716,1,F,1627
629,1,729000,2700,2274,0,0,8810,6868,2,F,1628
673,1,820800,4104,3739,0,0,8738,7312,2,F,1629
634,1,2245544,9666,8320,3000,62158,8187,7195,2,F,1630
634,1,2361377,9654,8865,10033,9054,7927,6507,2,F,1631
612,1,1868400,7722,7356,22635,0,10515,9041,3,F,1632
612,1,1868400,7722,6379,10330,0,7213,6272,2,F,1633
612,1,1799200,7436,6864,2684,0,7714,6774,3,F,1634
698,1,1620000,8100,7563,0,0,5787,4600,2,F,1635
698,1,1620000,8100,7396,0,0,5794,4381,2,F,1636
458,1,106000,424,377,0,0,4226,3411,1,F,1637
622,1,2736800,10429,9463,9093,3993,9443,7994,3,F,1638
631,1,968550,3850,3151,0,0,3317,2166,1,F,1639
631,1,968550,3850,2931,0,0,3262,2063,1,F,1640
629,1,742500,2750,1957,0,0,5967,4701,2,F,1641
629,1,729000,2700,1836,0,0,5968,4775,2,F,1642
694,1,1960481,8100,6807,991,0,7175,6040,2,F,1643
614,1,2281919,8986,8408,7774,49046,7452,6043,2,F,1644
694,1,1933391,8100,7154,509,0,6551,5577,2,F,1645
612,1,1868400,7722,7434,18724,0,11797,10804,3,F,1646
622,1,2786560,10598,10174,18819,36350,10956,9266,3,F,1647
629,1,756000,2800,1970,0,0,8538,7022,2,F,1648
629,1,749000,2800,2215,0,0,4005,2687,1,F,1649
629,1,756000,2800,2485,0,0,7122,5774,2,F,1650
629,1,749000,2800,1516,0,0,3620,2319,1,F,1651
629,1,749000,2800,2138,0,0,4176,2938,1,F,1652
629,1,742500,2750,2455,0,0,9153,7256,2,F,1653
629,1,749000,2800,1440,0,0,3459,2378,1,F,1654
629,1,745500,2800,2470,0,0,5250,3772,1,F,1655
614,1,2281158,9284,6757,66,0,4969,3842,2,F,1656
614,1,2256624,9284,7746,5161,0,5301,4221,2,F,1657
614,1,2266106,9200,8156,2767,21104,7981,6596,2,F,1658
634,1,2304809,10203,9127,655,16729,6043,4752,2,F,1659
612,1,2006800,8294,7547,21072,0,7646,6538,2,F,1660
612,1,1937600,8008,7652,19984,0,10422,9538,3,F,1661
614,1,2387000,9625,8998,6138,0,11045,10040,4,F,1662
612,1,1903000,7865,7596,22565,0,8756,7837,3,F,1663
694,1,2053200,10080,8093,0,0,7650,6518,2,F,1664
694,1,2053200,10080,9464,0,0,7291,6116,2,F,1665
675,1,622608,2800,2258,0,0,4908,3666,1,F,1666
675,1,611490,2750,2259,0,0,4928,3870,1,F,1667
675,1,622608,2800,2414,0,0,6721,5439,2,F,1668
479,1,89600,448,264,0,0,4650,3997,1,F,1669
479,1,89600,448,247,0,0,4967,4173,1,F,1670
629,1,759000,2850,2603,0,0,6026,4465,1,F,1671
634,1,2537143,10191,8385,468,4591,8034,6697,2,F,1672
612,1,1972200,8151,7873,26489,0,13473,12057,4,F,1673
612,1,1937600,8008,6700,10150,0,5925,5020,2,F,1674
698,1,1710000,8550,7902,0,0,7435,5574,2,F,1675
694,1,2063400,10260,9398,0,0,8131,6522,2,F,1676
675,1,633726,2850,2116,0,0,3628,2361,1,F,1677
675,1,633726,2850,2581,0,0,7318,5874,2,F,1678
694,1,2131800,8550,7738,0,0,15159,13613,4,F,1679
694,1,2131800,8550,7713,0,0,13214,11857,4,F,1680
608,1,1704300,6268,5771,574,0,4901,3714,1,F,1681
608,1,1704300,6267,5631,14660,1866,4712,3375,1,F,1682
631,1,1021380,4060,3687,0,0,6287,4895,2,F,1683
673,1,866400,4332,3772,0,0,2586,1004,1,F,1684
638,1,1082880,4408,4104,0,0,5074,3693,1,F,1685
631,1,1076555,4052,2578,0,0,7001,5698,2,F,1686
638,1,1082880,4408,3746,0,0,5026,3388,1,F,1687
698,1,2067995,7424,6906,4198,45939,8997,7920,2,F,1688
614,1,2172192,9604,8272,388,7861,6236,4893,2,F,1689
614,1,2517200,10150,9769,11838,0,6494,5427,2,F,1690
612,1,2006800,8294,7503,12709,0,5056,4043,2,F,1691
698,1,1740000,8700,8258,0,0,6539,5231,2,F,1692
675,1,655962,2950,2362,0,0,3783,2394,1,F,1693
675,1,644844,2900,2640,0,0,7145,5745,2,F,1694
614,1,2380000,9440,8248,2772,24115,13841,12315,4,F,1695
614,1,2257900,8960,8000,1876,171,14806,12329,4,F,1696
629,1,772500,2900,2554,0,0,8107,6675,2,F,1697
629,1,786000,2950,2615,0,0,5847,4484,2,F,1698
698,1,2073162,7552,5383,1582,0,5161,3867,1,F,1699
698,1,2041922,7552,6189,6867,17941,5016,3876,1,F,1700
634,1,2648637,10740,9954,3784,37158,9564,7626,2,F,1701
694,1,2145600,10620,9470,0,0,10453,8838,3,F,1702
699,1,2714000,13570,11739,0,0,8328,6792,2,F,1703
699,1,2714000,13570,12093,0,0,12421,10955,4,F,1704
699,1,2714000,13570,12625,0,0,8465,6953,2,F,1705
694,1,2138400,10620,9957,0,0,8505,6554,2,F,1706
694,1,2135800,10620,9401,0,0,6297,5165,2,F,1707
694,1,2124000,10620,9995,0,0,9123,7349,2,F,1708
675,1,655962,2950,2200,0,0,6304,4929,2,F,1709
675,1,655962,2950,2374,0,0,6493,5029,2,F,1710
614,1,2420400,9600,8320,2826,6142,6931,5169,2,F,1711
614,1,2420500,9600,7971,7877,9307,15395,13558,4,F,1712
614,1,2421900,9600,8619,646,3503,6345,4832,2,F,1713
631,1,1094295,4121,1761,0,0,7735,6194,2,F,1714
629,1,789500,2950,2436,0,0,6413,4997,2,F,1715
629,1,799500,3000,2397,0,0,9183,7736,2,F,1716
629,1,799500,3000,2645,0,0,6267,4689,2,F,1717
631,1,1093740,4130,3386,0,0,5173,3230,1,F,1718
629,1,789500,2950,2410,0,0,6731,5191,2,F,1719
631,1,1115305,4200,3171,0,0,6407,4171,1,F,1720
631,1,1093740,4130,3310,0,0,4705,3055,1,F,1721
631,1,1116305,4200,3196,0,0,5353,3649,1,F,1722
634,1,2571316,10561,10011,4761,12668,15537,13970,4,F,1723
634,1,2557601,10919,9290,821,11749,6760,5305,2,F,1724
694,1,2196000,10800,9170,0,0,9390,7943,3,F,1725
694,1,2179200,10800,9390,0,0,6778,5335,2,F,1726
694,1,2179200,10800,10202,0,0,9072,7043,2,F,1727
694,1,2187600,10800,10040,0,0,9752,7989,2,F,1728
694,1,2202000,10800,9769,0,0,6533,5034,2,F,1729
699,1,2760000,13800,13187,0,0,14070,12267,4,F,1730
694,1,2168400,10800,10251,0,0,9190,7191,2,F,1731
694,1,2184000,10800,9627,0,0,6427,4960,2,F,1732
675,1,667080,3000,2567,0,0,4094,2838,1,F,1733
675,1,667080,3000,2625,0,0,4570,3216,1,F,1734
699,1,3153700,11407,10642,425,2746,13170,11634,4,F,1735
612,1,2110600,8723,8200,33657,0,10942,9927,3,F,1736
612,1,2110600,8723,7814,10426,0,9232,7871,2,F,1737
612,1,2110600,8723,7995,47936,0,10544,9049,3,F,1738
631,1,1091820,4340,3905,0,0,8358,6969,2,F,1739
612,1,2145200,8866,8179,45759,0,16688,14982,4,F,1740
631,1,1074210,4270,3039,0,0,3655,2370,1,F,1741
629,1,826500,3100,2909,0,0,7457,6016,2,F,1742
631,1,1091820,4340,3257,0,0,3752,2471,1,F,1743
614,1,2734200,11025,10585,21268,0,13603,12493,4,F,1744
675,1,700434,3150,2600,0,0,4094,2624,1,F,1745
634,1,2676111,11635,10685,1025,0,16624,14488,4,F,1746
675,1,711552,3200,2586,0,0,3952,2481,1,F,1747
614,1,2562393,10706,9640,24015,58720,14802,12718,4,F,1748
629,1,870500,3250,2787,0,0,7755,6097,2,F,1749
629,1,870500,3250,2393,0,0,7147,5628,2,F,1750
634,1,2798345,11623,10852,5354,16114,12592,11072,3,F,1751
698,1,2284539,8448,7912,2863,18908,9333,8050,2,F,1752
614,1,2564434,10896,10280,4503,4994,9714,7957,2,F,1753
614,1,2864400,11550,10749,20291,0,6516,5257,2,F,1754
629,1,887000,3350,2710,0,0,9747,8099,2,F,1755
629,1,914500,3400,2496,0,0,4257,2572,1,F,1756
629,1,928000,3450,2345,0,0,4407,2788,1,F,1757
694,1,2422024,10350,8437,4010,16659,10714,9054,2,F,1758
698,1,2479722,8960,8081,3928,11047,7644,6334,2,F,1759
694,1,2509842,10500,9050,10734,21223,10235,8327,2,F,1760
612,1,2387400,9867,8701,21837,0,14862,13226,4,F,1761
614,1,3038000,12250,9871,4411,0,7271,6031,2,F,1762
612,1,2456600,10153,9408,10688,0,9140,7858,2,F,1763
614,1,2842252,11940,11333,12356,51072,16654,15000,4,F,1764
675,1,800496,3600,3000,0,0,5151,3392,1,F,1765
675,1,800496,3600,2544,0,0,7135,5576,2,F,1766
612,1,2560400,10582,9909,35022,0,10274,8960,2,F,1767
614,1,3168200,12775,11877,13999,0,9541,8008,2,F,1768
675,1,822732,3700,2893,0,0,7151,5351,2,F,1769
614,1,3211600,12950,9705,35520,0,10998,9572,2,F,1770
612,1,2560400,10582,8844,5058,0,6720,5525,1,F,1771
677,1,1412808,5180,4391,0,0,6650,4368,1,F,1772
612,1,2560400,10582,10120,39030,0,14007,12594,3,F,1773
675,1,833850,3750,2700,0,0,5668,3922,1,F,1774
612,1,2664200,11011,8432,12305,0,6594,5183,1,F,1775
614,1,3341800,13475,12212,24442,0,12007,10619,2,F,1776
612,1,2629600,10868,10296,5589,0,9672,8363,2,F,1777
614,1,3298400,13300,12180,55543,0,12726,11073,3,F,1778
629,1,1022000,3850,2362,0,0,9083,7266,2,F,1779
614,1,3066530,12770,11953,440,0,16800,14968,4,F,1780
479,1,124800,624,530,0,0,4958,4024,1,F,1781
405,1,346500,1463,236,0,0,3589,2369,1,F,1782
405,1,342000,1444,231,0,0,3539,2327,1,F,1783
479,1,124800,624,506,0,0,4687,3711,1,F,1784
612,1,2768000,11440,10611,40512,0,11376,9848,2,F,1785
612,1,2733400,11297,10537,10486,0,11383,9992,2,F,1786
612,1,2733400,11297,10387,9139,0,5485,4293,1,F,1787
888,1,3748820,14122,12319,45174,0,12031,9909,3,F,1788
614,1,3212346,12946,11879,4464,725,10623,8866,2,F,1789
694,1,2690307,11850,11062,637,6051,10578,8668,2,F,1790
888,1,3748820,14122,12963,3157,3212,13505,11562,3,F,1791
694,1,2866677,11850,10909,1578,16856,10666,9055,2,F,1792
634,1,3444138,14296,12461,3603,26727,11873,9325,2,F,1793
694,1,2924400,14400,13523,0,0,18690,16280,3,F,1794
614,1,3092485,13434,12628,277,0,20267,18071,4,F,1795
634,1,3585830,14487,12784,18223,18816,11779,9493,2,F,1796
655,1,2732600,10500,9842,3553,7161,11295,9497,2,F,1797
629,1,1076000,4050,2780,0,0,9144,7132,2,F,1798
634,1,3322893,14487,12112,6730,52506,12797,10648,2,F,1799
694,1,2960400,14580,13293,0,0,16036,14191,3,F,1800
612,1,2733400,11297,9579,15791,0,10528,9045,2,F,1801
655,1,2769800,10640,8618,1395,0,11205,8812,2,F,1802
612,1,2837200,11726,10664,4577,0,9649,8277,2,F,1803
634,1,3358421,14654,13447,455,0,18108,15994,4,F,1804
634,1,3619205,14666,13890,37088,71452,11074,9106,2,F,1805
634,1,3653599,14821,13876,3708,16733,18847,16479,3,F,1806
612,1,2871800,11869,9727,5786,0,5645,4250,1,F,1807
612,1,2871800,11869,10912,5342,0,11467,10030,2,F,1808
612,1,2837200,11726,10509,19869,0,11120,9585,2,F,1809
612,1,2837200,11726,10876,8337,0,10553,8889,2,F,1810
612,1,2733400,11297,10491,31623,0,20187,17692,4,F,1811
612,1,2941000,12155,11440,13174,0,6689,5217,1,F,1812
612,1,2906400,12012,10802,2474,0,7622,6169,1,F,1813
614,1,3558800,14350,13559,10507,0,11232,9595,2,F,1814
612,1,2941000,12155,10038,25831,0,16477,14799,3,F,1815
614,1,3689000,14875,14138,31675,0,15822,13716,3,F,1816
673,1,1292000,6460,5933,0,0,7503,5253,1,F,1817
634,1,3429562,15036,13156,16135,33889,18739,16083,4,F,1818
629,1,1119000,4300,3831,0,0,5188,3539,1,F,1819
612,1,2941000,12155,11518,6941,0,9653,8077,2,F,1820
629,1,1119000,4300,3801,0,0,5406,3299,1,F,1821
612,1,2975600,12298,11793,26897,0,19567,17827,4,F,1822
694,1,3123876,12441,9926,0,0,13094,11154,2,F,1823
694,1,3123876,12441,11057,0,0,12038,9940,2,F,1824
614,1,3732400,15050,13995,23828,0,17925,16032,4,F,1825
612,1,2975600,12298,11708,48139,0,13740,12221,3,F,1826
629,1,1191000,4450,3407,0,0,8273,6001,1,F,1827
612,1,3044800,12584,11541,24710,0,12352,10763,2,F,1828
698,1,3192000,11264,9410,1318,770,14129,10365,2,F,1829
629,1,1191000,4450,3526,0,0,8981,6703,1,F,1830
614,1,3819200,15400,13200,43786,0,17204,15411,3,F,1831
673,1,1736240,6688,5376,534,15,11678,9603,2,F,1832
638,1,1738060,6641,5087,1560,6089,10060,7657,2,F,1833
673,1,1736240,6688,5171,639,0,10913,8849,2,F,1834
698,1,3191700,11264,9969,1832,584,12691,9784,2,F,1835
638,1,1738060,6656,5630,4,0,9912,8082,2,F,1836
612,1,3148600,13013,11998,25628,0,12669,10840,2,F,1837
673,1,1368000,6840,5911,0,0,4135,1873,1,F,1838
694,1,3168402,13950,13073,3662,40851,14279,11689,3,F,1839
614,1,3711200,14720,12937,888,0,13588,10638,2,F,1840
614,1,3702300,14720,13418,9661,5603,14146,11673,2,F,1841
612,1,3287000,13585,12588,30015,0,14537,12032,3,F,1842
614,1,4166400,16800,15853,31990,0,13195,11610,2,F,1843
612,1,3390800,14014,12290,18634,0,13881,12072,3,F,1844
612,1,3356200,13871,13038,50293,0,15156,12980,2,F,1845
612,1,3425400,14157,12813,12117,0,16717,14467,3,F,1846
673,1,1520000,7600,7063,0,0,16347,13301,3,F,1847
634,1,4505434,18079,15891,10513,61258,26047,22180,4,F,1848
673,1,1535200,7676,7262,0,0,18472,15747,3,F,1849
629,1,1332500,5000,4373,0,0,14095,11619,2,F,1850
614,1,4047677,16740,13560,2803,29723,16236,13480,2,F,1851
612,1,3494600,14443,13754,25486,0,13160,11527,2,F,1852
612,1,3529200,14586,13816,45989,0,15780,14127,2,F,1853
694,1,3748875,15600,14717,8100,96308,17901,15044,3,F,1854
612,1,3633000,15015,13849,23249,0,13647,11640,2,F,1855
612,1,3667600,15158,13592,8150,0,12506,10558,2,F,1856
612,1,3736800,15444,13584,6591,0,16181,14127,2,F,1857
673,1,1641600,8208,7633,0,0,10150,7066,1,F,1858
612,1,3771400,15587,14803,17680,0,13633,11719,2,F,1859
631,1,1972320,7840,6090,0,0,7719,5054,1,F,1860
631,1,1989930,7910,6129,0,0,7573,5265,1,F,1861
612,1,3909800,16159,14048,15210,0,16729,14503,2,F,1862
612,1,3944400,16302,15001,50091,0,16618,14549,2,F,1863
614,1,4840470,18992,15815,31358,33174,17179,13709,2,F,1864
612,1,4152000,17160,15625,36110,0,15589,13545,2,F,1865
655,1,4234700,16380,14255,0,0,12594,9404,2,F,1866
655,1,4276300,16520,14678,1,0,13118,10210,2,F,1867
614,1,5251400,21175,19851,28560,0,15950,13622,2,F,1868
612,1,4290400,17732,16528,36751,0,17821,14744,2,F,1869
614,1,5555200,22400,19734,43848,0,28980,26297,3,F,1870
629,1,1697000,6350,5618,0,0,5910,2532,1,F,1871
694,1,4454689,19350,18031,19354,15182,18290,15176,2,F,1872
612,1,4498000,18590,17542,33389,0,14141,11728,2,F,1873
612,1,4532600,18733,17304,4682,0,17658,15410,2,F,1874
612,1,4567200,18876,17356,44521,0,15405,12896,2,F,1875
629,1,1801500,6750,5616,0,0,6039,2356,1,F,1876
614,1,5570046,22682,21180,5492,27574,30778,27351,3,F,1877
673,1,2097600,10488,9952,0,0,19658,15907,2,F,1878
673,1,2097600,10488,9644,0,0,20777,16874,2,F,1879
612,1,4878600,20163,18123,9744,0,19026,16501,2,F,1880
612,1,4913200,20306,18540,18667,0,18061,15598,2,F,1881
656,1,5426740,22448,21790,18075,49923,26305,22729,3,F,1882
612,1,5017000,20735,18725,92042,0,11740,9051,1,F,1883
612,1,4947800,20449,18170,29343,0,18938,16115,2,F,1884
656,1,5541250,22923,21215,14547,10815,24814,21350,3,F,1885
614,1,5946599,24164,22682,28347,53760,27707,24609,3,F,1886
656,1,5692430,23558,22113,8777,1159,16468,13496,2,F,1887
656,1,5806640,24026,22892,27440,12718,18583,14719,2,F,1888
614,1,6510000,26250,24270,62523,0,22252,19112,2,F,1889
612,1,5224600,21593,18575,35007,0,16417,13469,2,F,1890
612,1,5466800,22594,20414,57317,0,12106,9154,1,F,1891
612,1,5501400,22737,21532,45317,0,18506,15355,2,F,1892
694,1,5802202,24600,21654,12202,11290,22301,18641,2,F,1893
612,1,5882000,24310,23055,142094,0,22444,18811,2,F,1894
612,1,5985800,24739,23511,55050,0,24701,20327,2,F,1895
631,1,3199580,11970,7698,0,0,8963,5119,1,F,1896
631,1,3255800,12180,9173,0,0,8558,4771,1,F,1897
612,1,6228000,25740,24267,26103,0,18044,14790,2,F,1898
699,1,9306000,33660,30654,10717,119515,37846,32669,3,F,1899
699,1,9202600,33286,30124,4059,34073,33712,28726,3,F,1900
612,1,6539400,27027,24681,22029,0,16515,13269,2,F,1901
612,1,7266000,30030,27616,39128,0,21967,17990,2,F,1902
612,1,7369800,30459,27878,47129,0,20668,17082,2,F,1903
612,1,7473600,30888,28061,36027,0,22073,17909,2,F,1904
614,1,8854271,35808,33287,40711,118676,32847,27055,2,F,1905
699,1,11456600,41399,37440,6733,193,26311,20059,2,F,1906
614,1,9259504,37646,34857,66501,52128,32562,26103,2,F,1907
612,1,8823000,36465,31619,28035,0,27096,22502,2,F,1908
699,1,12957400,46828,43885,24641,11700,31553,24413,2,F,1909
